prickles	prickle
fluoresces	fluoresce
sycamores	sycamore
towlines	towline
coincides	coincide
assuaged	assuage
obscenities	obscenity
executioners	executioner
parishes	parish
tried	try
dancers	dancer
divinations	divination
legitimizing	legitimize
saddlers	saddler
coccolithophores	coccolithophore
reaming	ream
ineligibilities	ineligibility
isself	himself
waterholes	waterhole
dustcarts	dustcart
patterns	pattern
floppiest	floppy
woks	wok
symbologies	symbology
bluntest	blunt
naturalizing	naturalize
busking	busk
harnessed	harness
owns	own
mistakes	mistake
smugglings	smuggling
trumping	trump
innovations	innovation
dispersions	dispersion
decorated	decorate
infamies	infamy
kiwis	kiwi
disallowances	disallowance
slipping	slip
transients	transient
businesses	business
cornier	corny
toolmakers	toolmaker
swards	sward
befriends	befriend
sterner	stern
half-days	half-day
dissing	dis
oars	oar
tildes	tilde
splashing	splash
glycosylations	glycosylation
predators	predator
credits	credit
alley-ways	alley-way
credibilities	credibility
rained	rain
shires	shire
rubberier	rubbery
harkened	harken
ruggedising	ruggedise
compacted	compact
glimmers	glimmer
shutdowns	shutdown
struggled	struggle
hugs	hug
geometries	geometry
inveighing	inveigh
proposes	propose
re-roofing	re-roof
lobbied	lobby
savoring	savor
entrainments	entrainment
jagged	jag
disfavours	disfavour
mooches	mooch
swastikas	swastika
rs	r
instantiates	instantiate
conjoining	conjoin
reassures	reassure
stalwarts	stalwart
antedated	antedate
stricter	strict
squabbling	squabble
hastiest	hasty
homilies	homily
gets	get
outshining	outshine
upbeats	upbeat
timidities	timidity
basins	basin
overrode	override
tasks	task
nt	not
enforcing	enforce
customised	customise
subs	sub
unbending	unbend
quartzites	quartzite
calcines	calcine
slighter	slight
prolactinomata	prolactinoma
temping	temp
landlubbers	landlubber
tsarists	tsarist
piers	pier
phonier	phoney
scarcities	scarcity
millennia	millennium
chalkiest	chalky
wringers	wringer
loopholes	loophole
incontinences	incontinence
heterodimers	heterodimer
jack-knives	jack-knife
crisscrosses	crisscross
hunkering	hunker
rafting	raft
hydrogenated	hydrogenate
supergroups	supergroup
facilities	facility
swallowing	swallow
initialized	initialize
bordellos	bordello
hair-driers	hair-drier
macerated	macerate
reawakened	reawaken
fending	fend
tented	tent
experimented	experiment
wineglasses	wineglass
mentalities	mentality
outweighing	outweigh
voyages	voyage
nomina	nomen
wheeling	wheel
heard	hear
ganders	gander
re-used	re-use
trapped	trap
pointed	point
degrades	degrade
platoons	platoon
actors	actor
pouring	pour
metamorphosed	metamorphose
disenfranchised	disenfranchise
arabesques	arabesque
lightbulbs	lightbulb
operatives	operative
mailed	mail
correlated	correlate
reconsiders	reconsider
outputs	output
philandering	philander
infected	infect
installing	instal
friezes	frieze
totalised	totalise
queering	queer
threonines	threonine
prompters	prompter
dabblers	dabbler
subcultures	subculture
scepters	scepter
quirkiest	quirky
recaps	recap
scribing	scribe
journalists	journalist
calibrating	calibrate
torpedoing	torpedo
safaris	safari
dewlaps	dewlap
bloomed	bloom
unifying	unify
cotoneasters	cotoneaster
harvests	harvest
lightens	lighten
molls	moll
achievements	achievement
drenches	drench
cartograms	cartogram
stapled	staple
afros	afro
krills	krill
tricycles	tricycle
bigger	big
halluces	hallux
polypeptides	polypeptide
asthenias	asthenia
recyclings	recycling
barking	bark
politicizes	politicize
gobbets	gobbet
recuperated	recuperate
blights	blight
latching	latch
sombreros	sombrero
overcapacities	overcapacity
collators	collator
curlews	curlew
magisteriums	magisterium
using	use
immediacies	immediacy
vitalised	vitalise
bookmakers	bookmaker
minutest	minute
line-ups	line-up
blitzed	blitz
dives	dive
dales	dale
de-escalating	de-escalate
purifiers	purifier
baulked	baulk
errands	errand
formalizations	formalization
lithographed	lithograph
consuls	consul
devolved	devolve
risking	risk
saner	sane
democratised	democratise
takings	taking
gloried	glory
re-introduces	re-introduce
jewelers	jeweler
quilted	quilt
sharps	sharp
lysines	lysine
picnicking	picnic
retaken	retake
magazines	magazine
out-performs	out-perform
predefining	predefine
nucleated	nucleate
irrelevancies	irrelevancy
lowing	low
seamiest	seamy
gearshifts	gearshift
dermatologists	dermatologist
bespoke	bespeak
florae	flora
enquiries	enquiry
subsequences	subsequence
esteeming	esteem
nanowires	nanowire
sacra	sacrum
playboys	playboy
outgassed	outgas
roes	roe
extricates	extricate
opioids	opioid
mushrooming	mushroom
sinusoids	sinusoid
leiomyomata	leiomyoma
foxhunted	foxhunt
reintegrates	reintegrate
categorized	categorize
inbreeds	inbreed
flicking	flick
manicurists	manicurist
carafes	carafe
microfilmed	microfilm
plodded	plod
seraphim	seraph
laundrettes	laundrette
smearing	smear
coped	cope
rendezvousing	rendezvous
octagons	octagon
reconcilablest	reconcilable
rococos	rococo
rapports	rapport
egressing	egress
hotlines	hotline
pluralists	pluralist
paddling	paddle
subtitles	subtitle
monitorings	monitoring
distilling	distill
farces	farce
jps	jp
disenchants	disenchant
cupped	cup
arrogating	arrogate
ad-libs	ad-lib
fallers	faller
mess-ups	mess-up
booby-traps	booby-trap
shaykhs	shaykh
isthmi	isthmus
exhibitionists	exhibitionist
re-worked	re-work
banjos	banjo
complimenting	compliment
haulms	haulm
campuses	campus
closing	close
swamping	swamp
fends	fend
propagations	propagation
sellers	seller
vied	vie
tailgated	tailgate
reproaches	reproach
moonscapes	moonscape
dehydrating	dehydrate
liquefying	liquefy
handpicked	handpick
midyears	midyear
spiralling	spiral
oaths	oath
pentagons	pentagon
knolls	knoll
centuries	century
entrapped	entrap
shellfishes	shellfish
under-utilises	under-utilise
verifying	verify
calendulas	calendula
censoring	censor
felicities	felicity
leers	leer
maims	maim
beaux	beau
headwaters	headwater
outcrops	outcrop
charities	charity
lurching	lurch
nostrums	nostrum
astounding	astound
cobras	cobra
insulated	insulate
countenancing	countenance
ushering	usher
intensities	intensity
lathering	lather
redecorates	redecorate
yesses	yes
peeping	peep
firming	firm
diffusivities	diffusivity
subdivided	subdivide
re-organized	re-organize
regionalised	regionalise
splodges	splodge
wedging	wedge
naturalising	naturalise
humeruses	humerus
tapering	taper
cockiest	cocky
alarms	alarm
commissionaires	commissionaire
breathed	breathe
preys	prey
polysyllables	polysyllable
pens	pen
emoted	emote
wheats	wheat
researched	research
forenames	forename
prescriptions	prescription
rehearsed	rehearse
soundproofed	soundproof
double-takes	double-take
soppiest	soppy
boozes	booze
enslaves	enslave
carbonates	carbonate
galled	gall
structuralists	structuralist
aerogels	aerogel
expulsions	expulsion
hydrated	hydrate
inquirers	inquirer
enamoring	enamor
backfires	backfire
moralizing	moralize
palmier	palmy
electrocuted	electrocute
scrutinies	scrutiny
shrivelling	shrivel
mushers	musher
egalitarians	egalitarian
synchronized	synchronize
coachloads	coachload
finishers	finisher
first	?1
fabrics	fabric
offensives	offensive
upstages	upstage
blemishes	blemish
permittivities	permittivity
charred	char
hoarders	hoarder
stinting	stint
propagated	propagate
zeroes	zero
famishes	famish
verisimilitudes	verisimilitude
apneas	apnea
dethrones	dethrone
overstocked	overstock
reactors	reactor
otoliths	otolith
rehouses	rehouse
deoxygenating	deoxygenate
chorals	choral
cs	c
strands	strand
welshing	welsh
toppings	topping
gun-runners	gun-runner
aromatherapies	aromatherapy
listing	list
precedes	precede
eminences	eminence
liberalized	liberalize
aims	aim
frosting	frost
scuffles	scuffle
approaching	approach
musters	muster
transecting	transect
defendants	defendant
overfed	overfeed
womanises	womanise
domestications	domestication
libations	libation
scooped	scoop
overemphasizing	overemphasize
racings	racing
introduced	introduce
validated	validate
moulding	mould
sulphates	sulphate
hoots	hoot
ointments	ointment
synchromeshes	synchromesh
blandishments	blandishment
hypothesized	hypothesize
bloating	bloat
narrowing	narrow
omitting	omit
cinematographers	cinematographer
coves	cove
retailers	retailer
atoning	atone
imaged	image
immunocompromising	immunocompromise
metallises	metallise
waded	wade
spooks	spook
tuesdays	tuesday
regularizing	regularize
doodled	doodle
draped	drape
hatchets	hatchet
teddies	teddy
philanthropies	philanthropy
buttercups	buttercup
exterminations	extermination
madonnas	madonna
electrolytes	electrolyte
bronchopneumoniae	bronchopneumonia
scherzos	scherzo
outraged	outrage
solidifying	solidify
toxics	toxic
crossings	crossing
evacuating	evacuate
gusts	gust
morsels	morsel
overrates	overrate
refutations	refutation
blokes	bloke
sahibs	sahib
corrects	correct
christianized	christianize
itemises	itemise
plows	plow
lunacies	lunacy
clove	cleave
modernest	modern
whitethroats	whitethroat
eastwards	eastward
factoids	factoid
calibrators	calibrator
overflown	overfly
manifestoes	manifesto
coarsely	coarse
created	create
delineates	delineate
signposting	signpost
hankers	hanker
earning	earn
inadequacies	inadequacy
sterilising	sterilise
mexicans	mexican
re-released	re-release
mucked	muck
throbbing	throb
roadsides	roadside
oppressing	oppress
dissed	dis
thers	ther
sequences	sequence
teargases	teargas
videoing	video
sniggered	snigger
serener	serene
nosedived	nosedive
neuropathologists	neuropathologist
augurs	augur
backwaters	backwater
depleting	deplete
retrieving	retrieve
outdated	outdate
seductresses	seductress
debugging	debug
commencements	commencement
averred	aver
manufactured	manufacture
remonstrated	remonstrate
lit	light
regencies	regency
cushioned	cushion
monocytes	monocyte
choppier	choppy
entertained	entertain
leaping	leap
pre-heating	pre-heat
pended	pend
palatabilities	palatability
raised	raise
continuances	continuance
stiffs	stiff
vacillations	vacillation
potted	pot
biosensors	biosensor
opposers	opposer
gundogs	gundog
misused	misuse
wifelier	wifely
repines	repine
densitometries	densitometry
peeves	peeve
hosting	host
moorhens	moorhen
rotunder	rotund
sub-microns	sub-micron
uncommanded	uncommand
briars	briar
winks	wink
furrowing	furrow
weirdos	weirdo
aquaplanes	aquaplane
ten-thousandths	ten-thousandth
relabelled	relabel
gells	gell
flannelled	flannel
humiliates	humiliate
baser	base
dottiest	dotty
duopolies	duopoly
out-sourcing	out-source
methyls	methyl
concepts	concept
superimpositions	superimposition
pestering	pester
cochleas	cochlea
despairs	despair
fostering	foster
telegrams	telegram
rehashed	rehash
collected	collect
entertains	entertain
arising	arise
leans	lean
chalices	chalice
prefabs	prefab
blocking	block
recapturing	recapture
sullas	sulla
midfielders	midfielder
bowling	bowl
seventy-sixth	76
recirculates	recirculate
progresses	progress
solvents	solvent
test-tubes	test-tube
clowning	clown
turnstiles	turnstile
attendances	attendance
socializations	socialization
hysteroscopies	hysteroscopy
aurorae	aurora
eyeshadows	eyeshadow
putamens	putamen
clostridia	clostridium
enamors	enamor
reschedules	reschedule
blockading	blockade
systematising	systematise
headbangers	headbanger
baffled	baffle
mitres	mitre
kickoffs	kickoff
phonons	phonon
homers	homer
choreographing	choreograph
implants	implant
cogitating	cogitate
lumberjacks	lumberjack
dodgers	dodger
panamanians	panamanian
dealers	dealer
retinoblastomata	retinoblastoma
mooning	moon
charmed	charm
evinces	evince
polycarbonates	polycarbonate
derated	derate
explaining	explain
ospreys	osprey
stage-managing	stage-manage
vapourised	vapourise
overeats	overeat
coordinating	coordinate
re-training	re-train
wetted	wet
kickbacks	kickback
sealed	seal
trooping	troop
snatchers	snatcher
adepts	adept
bells	bell
terminating	terminate
hawks	hawk
inflictions	infliction
knighted	knight
contravened	contravene
donations	donation
etymologies	etymology
nominating	nominate
moorings	mooring
armistices	armistice
heterozygotes	heterozygote
jilting	jilt
raptures	rapture
worshipers	worshiper
scaffolded	scaffold
bets	bet
twinges	twinge
received	receive
wackiest	wacky
flagellums	flagellum
arums	arum
phosphatidylinositols	phosphatidylinositol
incentivises	incentivise
legislators	legislator
micro-organisms	micro-organism
unlearning	unlearn
taurusses	taurus
apportions	apportion
nine-hundredth	900
redacted	redact
domains	domain
gorgonians	gorgonian
mixes	mix
ruffians	ruffian
gingivitides	gingivitis
overestimates	overestimate
cantaloupes	cantaloupe
tanagers	tanager
fables	fable
mods	mod
bights	bight
lapping	lap
reintegrations	reintegration
xmasses	xmas
quantizes	quantize
shakeups	shakeup
octopuses	octopus
unfitted	unfit
teams	team
defenders	defender
ampères	ampère
scouting	scout
budgerigars	budgerigar
pantographs	pantograph
truckloads	truckload
upgrading	upgrade
clamored	clamor
privatizations	privatization
bankrolls	bankroll
attesting	attest
avenged	avenge
reenactments	reenactment
stopcocks	stopcock
affinities	affinity
projecting	project
reticules	reticule
imprecisions	imprecision
detrusors	detrusor
insulating	insulate
headphones	headphone
creosoted	creosote
punctures	puncture
balled	ball
reposes	repose
compartmentalises	compartmentalise
disambiguating	disambiguate
pianofortes	pianoforte
bode	bide
entitles	entitle
fortes	fortis
spigots	spigot
quartos	quarto
bridles	bridle
jetlags	jetlag
beeping	beep
respecters	respecter
peering	peer
pastoralists	pastoralist
hoeing	hoe
hoboes	hobo
vivas	viva
mortises	mortise
pelleting	pellet
hairnets	hairnet
paraphrased	paraphrase
kcals	kcal
julies	july
secularising	secularise
arraigned	arraign
redoed	redo
deaths	death
torments	torment
climes	clime
freeloaders	freeloader
flapped	flap
foreshadowed	foreshadow
commemorations	commemoration
down-sides	down-side
intermedia	intermedium
audited	audit
lipodystrophies	lipodystrophy
self-monitoring	self-monitor
removed	remove
signified	signify
sourced	source
chid	chide
smash-ups	smash-up
sessions	session
obsessing	obsess
sputa	sputum
outspreads	outspread
plasticised	plasticise
sworn	swear
restaurateurs	restaurateur
scarlets	scarlet
refashioning	refashion
mourned	mourn
misheard	mishear
blithest	blithe
deleting	delete
acquiesced	acquiesce
rifts	rift
civilising	civilise
feldspars	feldspar
apostatizes	apostatize
cosseted	cosset
adjudged	adjudge
shying	shy
knock-ons	knock-on
sins	sin
taxed	tax
dictating	dictate
stored	store
ciphers	cipher
noticing	notice
affiliates	affiliate
concatenating	concatenate
keratitides	keratitis
whistlers	whistler
physiognomies	physiognomy
vaccinates	vaccinate
homelier	homely
beguiling	beguile
huntsmen	huntsman
guarded	guard
autoclaved	autoclave
saponins	saponin
clashing	clash
shoved	shove
spittoons	spittoon
parenchymae	parenchyma
preprocessors	preprocessor
tractions	traction
espies	espy
animators	animator
resealed	reseal
monomers	monomer
pediments	pediment
sputums	sputum
doers	doer
embodies	embody
schmoozes	schmooze
bombarding	bombard
paratroopers	paratrooper
sawflies	sawfly
begged	beg
screes	scree
bleached	bleach
realer	real
ecus	ecu
radicalizes	radicalize
swishes	swish
luxuriating	luxuriate
pasteurisations	pasteurisation
barest	bare
freebies	freebie
carpets	carpet
windowsills	windowsill
branching	branch
retouching	retouch
outshone	outshine
guildhalls	guildhall
skits	skit
grays	gray
flaunts	flaunt
forty-fourth	44
bluebottles	bluebottle
controllers	controller
clearest	clear
compassed	compass
repackaging	repackage
newborns	newborn
retrotransposons	retrotransposon
curtails	curtail
eyelets	eyelet
cloned	clone
reunited	reunite
degausses	degauss
gambolled	gambol
approximations	approximation
freeze-dried	freeze-dry
incisors	incisor
invalidates	invalidate
shindigs	shindig
tiptoed	tiptoe
older	old
finickier	finicky
manslaughters	manslaughter
poshest	posh
investitures	investiture
polyamides	polyamide
hams	ham
contenders	contender
