prickles	prickle
leering	leer
objectivities	objectivity
mauling	maul
plonking	plonk
trapeziums	trapezium
glucagons	glucagon
storages	storage
hyperkalaemias	hyperkalaemia
copulated	copulate
bookshelves	bookshelf
optimizing	optimize
crimsons	crimson
programing	program
draping	drape
syphilises	syphilis
rightists	rightist
whizz-kids	whizz-kid
photosynthesising	photosynthesise
slumbered	slumber
extending	extend
arcking	arc
bewares	beware
re-shaped	re-shape
canneries	cannery
adumbrates	adumbrate
tineas	tinea
makings	making
punctuating	punctuate
soonest	soon
vacated	vacate
dessertspoons	dessertspoon
modelers	modeler
trippers	tripper
oophorectomies	oophorectomy
restarting	restart
interferometers	interferometer
cumulonimbi	cumulonimbus
codings	coding
distances	distance
defectors	defector
exhaled	exhale
natures	nature
foodplants	foodplant
quakers	quaker
stomatitides	stomatitis
huffier	huffy
bouillons	bouillon
firms	firm
debasing	debase
competes	compete
zygotes	zygote
perineums	perineum
leveller	level
gemmae	gemma
coshed	cosh
neuroscientists	neuroscientist
combes	combe
legitimating	legitimate
ponds	pond
expropriations	expropriation
spurted	spurt
inventories	inventory
vibraphones	vibraphone
non-runners	non-runner
laburnums	laburnum
brawling	brawl
reflexologists	reflexologist
frays	fray
berthed	berth
porphyrias	porphyria
defied	defy
aversions	aversion
defectives	defective
self-assembling	self-assemble
re-cyclings	re-cycling
cardinals	cardinal
timbering	timber
run-ups	run-up
steepens	steepen
yawing	yaw
swiveled	swivel
attenuations	attenuation
spenders	spender
carrycots	carrycot
dictatorships	dictatorship
maimed	maim
reserves	reserve
irradiating	irradiate
ducking	duck
injured	injure
overshadowing	overshadow
counter-balancing	counter-balance
sugarier	sugary
enshrouding	enshroud
blinks	blink
hillbillies	hillbilly
blaspheming	blaspheme
asceticisms	asceticism
filariases	filariasis
flavouring	flavour
eeriest	eery
rewriting	rewrite
piled	pile
prayed	pray
bounding	bound
souths	south
graphing	graph
tellers	teller
prednisolones	prednisolone
pinnies	pinny
swam	swim
cricketers	cricketer
right-of-ways	right-of-way
lassos	lasso
wagtails	wagtail
impurest	impure
twines	twine
ant-hills	ant-hill
firsts	first
vainest	vain
lolled	loll
drove	drive
overbooks	overbook
antennae	antenna
pawns	pawn
dodecahedrons	dodecahedron
mauvest	mauve
brainstormed	brainstorm
dispatched	dispatch
venders	vender
imagings	imaging
hepatitides	hepatitis
groveling	grovel
rutting	rut
retyping	retype
spewed	spew
phalanges	phalange
bluer	blue
healing	heal
microstates	microstate
spatulae	spatula
engorged	engorge
yawned	yawn
cul-de-sacs	cul-de-sac
gloomier	gloomy
demodulators	demodulator
librettists	librettist
tanned	tan
coarsens	coarsen
rimes	rime
riboflavins	riboflavin
unscrambles	unscramble
enables	enable
land-rovers	land-rover
self-identifies	self-identify
kenneling	kennel
pragmatics	pragmatic
joules	joule
plodding	plod
aromatherapists	aromatherapist
spinsters	spinster
re-analyses	re-analysis
mobiles	mobile
pneumonias	pneumonia
tabernacles	tabernacle
hellenised	hellenise
angling	angle
dealing	deal
duplicities	duplicity
educations	education
migrations	migration
capitalizes	capitalize
willies	willy
soapboxes	soapbox
catalyzes	catalyze
wingers	winger
phlebotomists	phlebotomist
normans	norman
tormented	torment
multi-users	multi-user
unlearned	unlearn
esprits	esprit
re-groups	re-group
turnings	turning
misreaded	misread
picked	pick
beards	beard
ceding	cede
self-corrected	self-correct
booklists	booklist
autoclaving	autoclave
proles	prole
dithered	dither
hundreds	hundred
beguiled	beguile
hymens	hymen
totalled	total
cowhands	cowhand
snookered	snooker
pustules	pustule
lees	lee
fridges	fridge
denying	deny
trickier	tricky
huskiest	husky
soldered	solder
fluoridated	fluoridate
tingles	tingle
sustains	sustain
receivables	receivable
departed	depart
enterococci	enterococcus
iodides	iodide
aerospaces	aerospace
absolved	absolve
hunkered	hunker
emissaries	emissary
squeegees	squeegee
interpolating	interpolate
re-covers	re-cover
majesties	majesty
weirs	weir
moldings	molding
slipped	slip
figureheads	figurehead
pyridines	pyridine
games	game
caymans	cayman
boardwalks	boardwalk
upkeeps	upkeep
coffees	coffee
bankrolling	bankroll
striven	strive
reconvened	reconvene
constrains	constrain
literatures	literature
modernisms	modernism
hankered	hanker
extrapolating	extrapolate
mechanizing	mechanize
riffs	riff
keratoses	keratosis
epiglottides	epiglottis
skived	skive
ambits	ambit
reminisced	reminisce
hutches	hutch
macs	mac
paled	pale
postpones	postpone
plinths	plinth
pleadings	pleading
somersaulted	somersault
numbed	numb
archest	arch
chinks	chink
bobbies	bobby
episodes	episode
tabooing	taboo
interrogatives	interrogative
prejudiced	prejudice
outstayed	outstay
goldsmiths	goldsmith
thanked	thank
salines	saline
towns	town
implemented	implement
marvels	marvel
adoptees	adoptee
dingiest	dingy
affectives	affective
bayonetted	bayonet
ingratiated	ingratiate
chiller	chill
smiling	smile
interconnecting	interconnect
reflecting	reflect
distorts	distort
vagrants	vagrant
monarchs	monarch
self-definitions	self-definition
awakenings	awakening
smelt	smell
perfuming	perfume
noes	no
nursed	nurse
retooling	retool
deigned	deign
sanctums	sanctum
re-registrations	re-registration
rewounded	rewound
tapestries	tapestry
fractionates	fractionate
interfaces	interface
plucked	pluck
loupes	loupe
elides	elide
vagaries	vagary
neighboring	neighbor
assumed	assume
months	month
psychotherapists	psychotherapist
logs	log
victualing	victual
evenings	evening
shortchanging	shortchange
marbles	marble
stablishes	stablish
hibiscuses	hibiscus
assimilating	assimilate
slits	slit
recovers	recover
flippancies	flippancy
tensing	tense
libers	liber
courages	courage
subgrids	subgrid
critiqued	critique
phonemes	phoneme
horse-racings	horse-racing
dilettantes	dilettante
derivations	derivation
giggling	giggle
fearing	fear
cameras	camera
employments	employment
kidnappers	kidnapper
blackcaps	blackcap
effaced	efface
replicating	replicate
pâtés	pâté
quintettes	quintette
loudspeakers	loudspeaker
spiritualizing	spiritualize
vocoders	vocoder
non-compliances	non-compliance
bonobos	bonobo
infringed	infringe
contented	content
dividers	divider
bullfrogs	bullfrog
scrutinizing	scrutinize
stripier	stripy
siestas	siesta
grandees	grandee
scoreboards	scoreboard
wreaks	wreak
begrudged	begrudge
dirties	dirty
tooling	tool
purred	purr
co-authors	co-author
checkmated	checkmate
woken	wake
bowing	bow
incensed	incense
chummiest	chummy
quantizing	quantize
derogated	derogate
offending	offend
sinecures	sinecure
swatted	swat
endearments	endearment
predicaments	predicament
convergences	convergence
interjected	interject
centralised	centralise
tightens	tighten
vandalising	vandalise
craftier	crafty
truffles	truffle
defibrillations	defibrillation
re-readings	re-reading
kickers	kicker
practices	practice
futures	future
depreciating	depreciate
vantages	vantage
cocos	coco
sub-fields	sub-field
homophobes	homophobe
pre-releases	pre-release
peruvians	peruvian
shunting	shunt
telescoped	telescope
latchkeys	latchkey
bunkers	bunker
tourniquets	tourniquet
protractors	protractor
currents	current
polymers	polymer
up-takes	up-take
frigates	frigate
defacing	deface
temporizes	temporize
badgers	badger
commodes	commode
expectorants	expectorant
commodifying	commodify
excoriated	excoriate
crotchetiest	crotchety
pidgins	pidgin
tears	tear
funnier	funny
frightened	frighten
mantled	mantle
ambassadors	ambassador
toppling	topple
cremates	cremate
hugest	huge
addresses	address
objections	objection
urbanizing	urbanize
delineations	delineation
tsetses	tsetse
fizzing	fizz
archives	archive
stumps	stump
transfixes	transfix
poltergeists	poltergeist
overbooking	overbook
caging	cage
kettledrums	kettledrum
busked	busk
resulted	result
modernised	modernise
diageneses	diagenesis
messier	messy
fulfillments	fulfillment
raspberries	raspberry
strived	strive
etiolating	etiolate
paler	pale
frailties	frailty
foreordaining	foreordain
snored	snore
negotiating	negotiate
window-shopping	window-shop
slitted	slit
earthed	earth
jaundices	jaundice
harpsichords	harpsichord
cherries	cherry
noised	noise
fraternizes	fraternize
gleaming	gleam
subnetworks	subnetwork
whinnies	whinny
waxes	wax
parleyed	parley
angiotensins	angiotensin
staples	staple
winnows	winnow
ukrainians	ukrainian
assignments	assignment
fasciae	fascia
income-taxes	income-tax
weakens	weaken
shorter	short
dimmest	dim
parodied	parody
vaginoses	vaginosis
digitisations	digitisation
manifolds	manifold
incapacitations	incapacitation
wracking	wrack
tricolours	tricolour
work-lives	work-life
misclassifies	misclassify
co-incidences	co-incidence
lubes	lube
racetracks	racetrack
corsages	corsage
engrams	engram
sterilities	sterility
anaesthetises	anaesthetise
vandalises	vandalise
prognoses	prognosis
stole	steal
rambling	ramble
permeations	permeation
pot-boilers	pot-boiler
hollyhocks	hollyhock
milk-shakes	milk-shake
damsels	damsel
overdos	overdo
rehears	rehear
calipering	caliper
convalescing	convalesce
grizzled	grizzle
arrhythmias	arrhythmia
unpacking	unpack
distorting	distort
mutates	mutate
sea-beds	sea-bed
airlines	airline
ambiances	ambiance
systemises	systemise
sensitivities	sensitivity
taxons	taxon
angelfishes	angelfish
nuder	nude
changers	changer
jibs	jib
shutters	shutter
wraps	wrap
pneumothoraces	pneumothorax
straightaways	straightaway
rang	ring
ghettoes	ghetto
floppies	floppy
conjuring	conjure
cloven	cleave
profiles	profile
reserving	reserve
retinoblastomas	retinoblastoma
pencils	pencil
phosphorylating	phosphorylate
spinneys	spinney
stir-fries	stir-fry
preying	prey
extenuated	extenuate
rainier	rainy
subdomains	subdomain
knees	knee
horses	horse
presumptions	presumption
dolls	doll
stapling	staple
movers	mover
geese	goose
gastrostomies	gastrostomy
restructuring	restructure
cited	cite
under-achievers	under-achiever
exiled	exile
atmospheres	atmosphere
hods	hod
filers	filer
deflowers	deflower
lavers	laver
rebroadcasted	rebroadcast
ruddier	ruddy
frogmen	frogman
sixty-second	62
overindulging	overindulge
collects	collect
swooping	swoop
sniffles	sniffle
oximetries	oximetry
pseudosciences	pseudoscience
bascules	bascule
explorers	explorer
calypsos	calypso
taxa	taxon
tramcars	tramcar
overlooking	overlook
merriest	merry
identifies	identify
credos	credo
manos	mano
invalidating	invalidate
clinks	clink
lipreading	lipread
monetized	monetize
besieged	besiege
compartmentalizing	compartmentalize
sixty-sixth	66
imagines	imagine
hairbrushes	hairbrush
wineries	winery
ablutions	ablution
missteps	misstep
disclosing	disclose
ruggeder	rugged
retrieved	retrieve
pestered	pester
momentoes	momento
antiprotons	antiproton
bootlaces	bootlace
hurly-burlies	hurly-burly
elms	elm
estranges	estrange
ousting	oust
deprived	deprive
mallards	mallard
landscaping	landscape
winching	winch
chirped	chirp
favoring	favor
monoxides	monoxide
fronts	front
scalded	scald
striders	strider
pheasants	pheasant
thousandth	1000
margaritas	margarita
chiaroscuros	chiaroscuro
painters	painter
jumbling	jumble
shimming	shim
internodes	internode
differentiates	differentiate
misquotes	misquote
pesticides	pesticide
slangier	slangy
feti	fetus
ceremonies	ceremony
wavefunctions	wavefunction
cardioversions	cardioversion
jazziest	jazzy
out-reaches	out-reach
thinners	thinner
crawls	crawl
gutted	gut
dispossessing	dispossess
ribbing	rib
demised	demise
tenners	tenner
flusher	flush
insinuates	insinuate
miniaturized	miniaturize
royalties	royalty
breakages	breakage
philatelists	philatelist
skyrocketing	skyrocket
thatching	thatch
glorying	glory
triumphing	triumph
clattering	clatter
quadratics	quadratic
doublecrossing	doublecross
re-enforcements	re-enforcement
tangoed	tango
snails	snail
objectifications	objectification
tunicae	tunica
conns	conn
loftier	lofty
scorchers	scorcher
chlamydias	chlamydia
re-checks	re-check
re-interviewed	re-interview
parliamentarians	parliamentarian
exaggerated	exaggerate
reformatting	reformat
emancipated	emancipate
armadillos	armadillo
scribbled	scribble
eyed	eye
engrossing	engross
news-stands	news-stand
school-children	school-child
girths	girth
pricier	pricey
misidentifies	misidentify
migrating	migrate
anesthetized	anesthetize
naming	name
fisheries	fishery
pudgier	pudgy
camped	camp
holes	hole
chided	chide
cornerstones	cornerstone
supervising	supervise
musicologists	musicologist
storekeepers	storekeeper
automates	automate
hatched	hatch
retraced	retrace
postponements	postponement
olives	olive
spaying	spay
mews	mew
arrangers	arranger
templated	template
penises	penis
birches	birch
topologies	topology
prodrugs	prodrug
coons	coon
winces	wince
crouched	crouch
bakers	baker
conveys	convey
keratinocytes	keratinocyte
jostles	jostle
stages	stage
hrs	hr
qcs	qc
inhalers	inhaler
laureates	laureate
espouses	espouse
buffer	buff
brighter	bright
facades	facade
colliers	collier
worse	bad
repents	repent
mileposts	milepost
baronesses	baroness
colleagues	colleague
sleaziest	sleazy
forewarns	forewarn
bagatelles	bagatelle
measuring	measure
photos	photo
transformations	transformation
lampposts	lamppost
fitter	fit
faced	face
sinned	sin
futurologists	futurologist
backboards	backboard
precipitants	precipitant
eighty-third	83
misreporting	misreport
trainees	trainee
laundries	laundry
canting	cant
adjournments	adjournment
presentiments	presentiment
reasserted	reassert
grasping	grasp
disillusionments	disillusionment
shines	shine
permed	perm
contractors	contractor
spiciest	spicy
subjoining	subjoin
presumes	presume
pleased	please
shoplifting	shoplift
ornamentals	ornamental
discountenancing	discountenance
policemen	policeman
undercarriages	undercarriage
operationalisations	operationalisation
ringways	ringway
neighbourhoods	neighbourhood
enlisted	enlist
holders	holder
intervening	intervene
baby-sitting	baby-sit
granolas	granola
reactions	reaction
configuring	configure
back-pedals	back-pedal
freshed	fresh
adaptors	adaptor
joltier	jolty
piggybacks	piggyback
ghost-written	ghost-write
bullheads	bullhead
commending	commend
verbalizing	verbalize
imploding	implode
histrionics	histrionic
sub-regions	sub-region
restricting	restrict
practicing	practice
abscissae	abscissa
foxed	fox
lay-bied	lay-by
fumbling	fumble
chessplayers	chessplayer
ground	grind
slaughterhouses	slaughterhouse
cruelest	cruel
elected	elect
supercomputers	supercomputer
funguses	fungus
dismasts	dismast
reestablishing	reestablish
pusses	puss
restrooms	restroom
developed	develop
repenting	repent
tinned	tin
dismays	dismay
manliest	manly
urbanises	urbanise
dissented	dissent
accused	accuse
synthesized	synthesize
stepladders	stepladder
grunts	grunt
decreases	decrease
ornithologists	ornithologist
exactions	exaction
microorganisms	microorganism
trillions	trillion
tippers	tipper
spotlighting	spotlight
non-attenders	non-attender
axed	ax
extends	extend
cyanides	cyanide
shepherded	shepherd
commented	comment
siberians	siberian
mopes	mope
isoenzymes	isoenzyme
irregulars	irregular
martyred	martyr
atriums	atrium
regulating	regulate
huns	hun
pecking	peck
outlives	outlive
hypnotising	hypnotise
menstruations	menstruation
groggiest	groggy
infractions	infraction
subversions	subversion
postmortems	postmortem
chalked	chalk
buttresses	buttress
prologues	prologue
wirings	wiring
platinums	platinum
fulls	full
sliders	slider
turfing	turf
intermediates	intermediate
molesters	molester
clashes	clash
pilfered	pilfer
polished	polish
hemlocks	hemlock
pans	pan
demisted	demist
viewers	viewer
jockeys	jockey
as	a
ewers	ewer
outsmarted	outsmart
greetings	greeting
creationists	creationist
tooled	tool
slatted	slat
smothering	smother
coastlines	coastline
braises	braise
carcinomata	carcinoma
